username,acctdesc,location,following,totaltweets,usercreatedts,tweetcreatedts,retweetcount,text,hashtags,followers
DenpasarKota,"Akun Resmi Pemkot Denpasar dikelola Diskominfos 

#DenpasarKota #ProDenpasar
Kanal media lainnya klik link ↓↓↓","Denpasar, Bali",257,20368,19625,2012-01-26 11:53:49,2022-03-25 13:51:11,5,"Hai SohIB! #Vaksin yg lengkap dan booster selain baik untuk kesehatan juga memudahkan akses fasilitas umum lho. Vaksinmu sdh lengkap belum, SohIB? 

#IndonesiaBaik #YangMudaSukaData #ProgramPemerintah #Infografis  #Vaksinasi #VaksinBooster #COVID19 #KominfoNewsroom @KemenkesRI https://t.co/6ifjHA2Nra","[{'text': 'Vaksin', 'indices': [32, 39]}]"
DenpasarKota,"Akun Resmi Pemkot Denpasar dikelola Diskominfos 

#DenpasarKota #ProDenpasar
Kanal media lainnya klik link ↓↓↓","Denpasar, Bali",257,20368,19625,2012-01-26 11:53:49,2022-03-25 13:51:03,1,"Hai, SohIB! Ada empat manfaat jika kamu melakukan #Vaksinasi dengan dosis lengkap. Apa saja? Yuk, simak tayangan berikut.

#IndonesiaBaik #YangMudaSukaData #EdukasiInformasi #VideoPendek #Vaksin #VaksinBooster #COVID19 #Reels #TikTok #Shorts #KominfoNewsroom https://t.co/IWVgcISob4","[{'text': 'Vaksinasi', 'indices': [71, 81]}]"
humaspralon,,,190,355,908,2021-10-06 08:34:38,2022-03-25 13:30:31,0,"PENERANGAN KELILING HIMBAU PROKES

Sosialisasi Immendagri No. 18 Tahun 2022 terkait PPKM dan Prokes 5M oleh Polres Mojokerto Kota

#Penling
#Bhabinkamtibmas
#PamorKeris
#Swab
#PolresMojokertoKota
#Prokes
#LawanCovid19
#Vaksin
#PolriPresisi
#SatpolPPKotaMojokerto
#DishubKota https://t.co/Unr3Jumpwn","[{'text': 'Penling', 'indices': [131, 139]}, {'text': 'Bhabinkamtibmas', 'indices': [140, 156]}, {'text': 'PamorKeris', 'indices': [157, 168]}, {'text': 'Swab', 'indices': [169, 174]}, {'text': 'PolresMojokertoKota', 'indices': [175, 195]}, {'text': 'Prokes', 'indices': [196, 203]}, {'text': 'LawanCovid19', 'indices': [204, 217]}, {'text': 'Vaksin', 'indices': [218, 225]}, {'text': 'PolriPresisi', 'indices': [226, 239]}, {'text': 'SatpolPPKotaMojokerto', 'indices': [240, 262]}, {'text': 'DishubKota', 'indices': [263, 274]}]"
KramatJa3,,,25,15,1556,2021-10-23 13:45:43,2022-03-25 13:24:10,0,"Giat Bhabinkantibmas monitoring Vaksinasi Booster di Puskesmas Kel Kramat jati dalam rangka percepatan Vaksinasi di wilayah Kel Kramat jati

 #jagajaktimrumahkita
#cegahcovid-19
#vaksin https://t.co/rIVk4TPHRL","[{'text': 'jagajaktimrumahkita', 'indices': [142, 162]}, {'text': 'cegahcovid', 'indices': [163, 174]}, {'text': 'vaksin', 'indices': [178, 185]}]"
De_Ni_Ro_,mantap,,219,96,1094,2021-05-16 23:18:53,2022-03-25 13:17:26,1,"Tagar 'Tolak Booster Syarat Mudik' Viral di Twitter: Sungguh Terlalu https://t.co/PMBCgfKa62 

#TolakBoosterSyaratMudik #jokowi #mudik #booster #vaksin #prmn #Pikiranrakyatmedianetwork #potensilokalgonasional   #KolaborasiMediapreneurNusantara #pikiranrakyat","[{'text': 'TolakBoosterSyaratMudik', 'indices': [115, 139]}]"
BPOM_Surabaya,"Balai Besar Pengawas Obat dan Makanan di Surabaya
Jl. Karang Menjangan 20 Surabaya
ULPK - (031) 5048833
WA - 08771-1-500-533
e-Mail - bpom_surabaya@pom.go.id",Surabaya,54,1183,2108,2014-09-12 07:11:53,2022-03-25 12:51:56,0,"#SahabatBBPOMSurabaya, pemberian vaksin booster dimaksudkan untuk meningkatkan antibodi terhadap covid-19. Vaksin booster yang dipergunakan di fasilitas pelayanan kesehatan telah melalui berbagai tahapan evaluasi sehingga aman dan efektif 

#BBPOMSurabaya #BPOMRI #vaksin #covid19 https://t.co/r6q2Y8RwCl","[{'text': 'SahabatBBPOMSurabaya', 'indices': [0, 21]}, {'text': 'BBPOMSurabaya', 'indices': [241, 255]}, {'text': 'BPOMRI', 'indices': [256, 263]}, {'text': 'vaksin', 'indices': [264, 271]}, {'text': 'covid19', 'indices': [272, 280]}]"
IniTanahairku,"Ikutilah kami ! Berita hangat , viral dan sensasi untuk kamu semua ! 

Negaraku, Tanahairku",Malaysia,4998,1439,3597,2020-07-04 11:01:03,2022-03-25 12:21:10,0,"Kira-kira dua juta penerima vaksin Covid-19 akan kehilangan status imunisasi sepenuhnya jika mereka tidak menerima dos penggalak sebelum 1 April, menurut Kementerian Kesihatan.

#Malaysia #Covid19 #Vaksin https://t.co/urCwTcX4Xi","[{'text': 'Malaysia', 'indices': [178, 187]}, {'text': 'Covid19', 'indices': [188, 196]}, {'text': 'Vaksin', 'indices': [197, 204]}]"
Nien1708,NKRI🇮🇩,,655,569,3584,2021-09-02 05:03:14,2022-03-25 12:10:44,0,"Puasa.. boleh kok
Vaksin... MUI 👍
Tidak membatal kan

#vaksin https://t.co/Xfti2cZ0eK","[{'text': 'vaksin', 'indices': [54, 61]}]"
nitasulistiana1,,,51,3,1189,2021-07-27 19:33:11,2022-03-25 11:57:46,0,Warga twitter yg baik hati ada yg tau gak tempat booster sinopharm dimana daerah Jabodetabek . Terimakasih 🙏 #sinopharm #VaksinBooster #vaksinsinopharm #vaksin,"[{'text': 'sinopharm', 'indices': [109, 119]}, {'text': 'VaksinBooster', 'indices': [120, 134]}, {'text': 'vaksinsinopharm', 'indices': [135, 151]}, {'text': 'vaksin', 'indices': [152, 159]}]"
Watisusi00,Mama is the only reason why I stand stronger up to now! :),,5,0,34,2021-12-08 03:04:54,2022-03-25 11:08:20,0,Jokowi umumkan kebijakan mudik 2022 dengan syarat sudah vaksin booster #Vaksin #AyoVaksinCovid19 https://t.co/Z1c4532lNa,"[{'text': 'Vaksin', 'indices': [71, 78]}, {'text': 'AyoVaksinCovid19', 'indices': [79, 96]}]"
Watisusi00,Mama is the only reason why I stand stronger up to now! :),,5,0,34,2021-12-08 03:04:54,2022-03-25 11:08:14,0,Vaksinasi dan displin protokol kesehatan merupakan kunci dalam mengatasi pandemi Covid-19 #Vaksin #AyoVaksinCovid19 https://t.co/KSZHWRCO55,"[{'text': 'Vaksin', 'indices': [90, 97]}, {'text': 'AyoVaksinCovid19', 'indices': [98, 115]}]"
MarhamaVika,"Sering jadi tempat curhat temen, ngasih saran ke temen padahal hati sendiri acak adut.",,4,0,34,2021-12-08 05:58:00,2022-03-25 11:07:59,0,"Ayo vaksin, baik vaksinasi primer maupun booster untuk mencegah terjadinya lonjakan kasus seperti yang saat ini terjadi di beberapa negara lain #Vaksin #AyoVaksinCovid19 https://t.co/1w4D7y703g","[{'text': 'Vaksin', 'indices': [144, 151]}, {'text': 'AyoVaksinCovid19', 'indices': [152, 169]}]"
SellyNrmlsr,"HATERS adalah mereka-mereka yang gengsi, malu untuk mengaku menyukai kita. Selalu Membenci tapi selalu perhatian. So... thanks Haters :*",,4,0,35,2021-12-08 05:54:15,2022-03-25 11:07:49,0,"Jokowi persilahkan masyarakat mudik lebaran, syaratnya sudah vaksin booster #Vaksin #AyoVaksinCovid19 https://t.co/RXHEenoeSL","[{'text': 'Vaksin', 'indices': [76, 83]}, {'text': 'AyoVaksinCovid19', 'indices': [84, 101]}]"
syifa_asifa,"Kalo temen ya temen, kalo musuh ya musuh. Jangan didepan temen, tapi dibelakang jadi musuh. :))",,4,0,34,2021-12-08 03:10:58,2022-03-25 11:07:34,0,Jokowi umumkan kebijakan mudik 2022 dengan syarat sudah vaksin booster #Vaksin #AyoVaksinCovid19 https://t.co/0lRRpZwCFZ,"[{'text': 'Vaksin', 'indices': [71, 78]}, {'text': 'AyoVaksinCovid19', 'indices': [79, 96]}]"
syifa_asifa,"Kalo temen ya temen, kalo musuh ya musuh. Jangan didepan temen, tapi dibelakang jadi musuh. :))",,4,0,34,2021-12-08 03:10:58,2022-03-25 11:07:31,0,Vaksinasi dan displin protokol kesehatan merupakan kunci dalam mengatasi pandemi Covid-19 #Vaksin #AyoVaksinCovid19 https://t.co/rT85LAWOrp,"[{'text': 'Vaksin', 'indices': [90, 97]}, {'text': 'AyoVaksinCovid19', 'indices': [98, 115]}]"
NisaAndn17,"""AKU RAPOPO.""",,1,0,34,2021-12-08 03:08:45,2022-03-25 11:07:17,0,"Ayo vaksin, baik vaksinasi primer maupun booster untuk mencegah terjadinya lonjakan kasus seperti yang saat ini terjadi di beberapa negara lain #Vaksin #AyoVaksinCovid19 https://t.co/xHX9M52tYt","[{'text': 'Vaksin', 'indices': [144, 151]}, {'text': 'AyoVaksinCovid19', 'indices': [152, 169]}]"
MaulidaVeny,Tolong jangan datang (lagi) kalau hanya untuk menyakiti (lagi) dan kamu pergi (lagi).,,1,0,35,2021-12-08 03:03:18,2022-03-25 11:06:39,0,"Jokowi persilahkan masyarakat mudik lebaran, syaratnya sudah vaksin booster #Vaksin #AyoVaksinCovid19 https://t.co/djjXxiqgW2","[{'text': 'Vaksin', 'indices': [76, 83]}, {'text': 'AyoVaksinCovid19', 'indices': [84, 101]}]"
YeyenKomala77,"""is waiting a message.""",,3,0,27,2021-12-08 06:05:21,2022-03-25 11:06:25,0,Jokowi umumkan kebijakan mudik 2022 dengan syarat sudah vaksin booster #Vaksin #AyoVaksinCovid19 https://t.co/V0nxSx59m2,"[{'text': 'Vaksin', 'indices': [71, 78]}, {'text': 'AyoVaksinCovid19', 'indices': [79, 96]}]"
YeyenKomala77,"""is waiting a message.""",,3,0,27,2021-12-08 06:05:21,2022-03-25 11:06:21,0,Vaksinasi dan displin protokol kesehatan merupakan kunci dalam mengatasi pandemi Covid-19 #Vaksin #AyoVaksinCovid19 https://t.co/Ul8dIKp5Mp,"[{'text': 'Vaksin', 'indices': [90, 97]}, {'text': 'AyoVaksinCovid19', 'indices': [98, 115]}]"
DanielAngelina7,"Muka tetep senyum, tapi otak acak-acakan.",,4,0,34,2021-12-08 02:06:17,2022-03-25 11:06:04,0,"Ayo vaksin, baik vaksinasi primer maupun booster untuk mencegah terjadinya lonjakan kasus seperti yang saat ini terjadi di beberapa negara lain #Vaksin #AyoVaksinCovid19 https://t.co/JufOjMR6cN","[{'text': 'Vaksin', 'indices': [144, 151]}, {'text': 'AyoVaksinCovid19', 'indices': [152, 169]}]"
FajriantiMina,"Abis ngilang, tiba-tiba balik lagi tanpa ada rasa bersalah. Hebaaat :))",,2,0,35,2021-12-08 01:54:27,2022-03-25 11:05:49,0,"Jokowi persilahkan masyarakat mudik lebaran, syaratnya sudah vaksin booster #Vaksin #AyoVaksinCovid19 https://t.co/x9U8QLL8XI","[{'text': 'Vaksin', 'indices': [76, 83]}, {'text': 'AyoVaksinCovid19', 'indices': [84, 101]}]"
VitaNurmala7,"Perhatian sekecil apapun dari kamu, akan terasa sangat spesial bagiku.",,4,0,34,2021-12-08 02:01:11,2022-03-25 11:05:34,0,Jokowi umumkan kebijakan mudik 2022 dengan syarat sudah vaksin booster #Vaksin #AyoVaksinCovid19 https://t.co/BgzqtVPDbj,"[{'text': 'Vaksin', 'indices': [71, 78]}, {'text': 'AyoVaksinCovid19', 'indices': [79, 96]}]"
VitaNurmala7,"Perhatian sekecil apapun dari kamu, akan terasa sangat spesial bagiku.",,4,0,34,2021-12-08 02:01:11,2022-03-25 11:05:31,0,Vaksinasi dan displin protokol kesehatan merupakan kunci dalam mengatasi pandemi Covid-19 #Vaksin #AyoVaksinCovid19 https://t.co/ZCVaBYQheH,"[{'text': 'Vaksin', 'indices': [90, 97]}, {'text': 'AyoVaksinCovid19', 'indices': [98, 115]}]"
humaspralon,,,190,355,908,2021-10-06 08:34:38,2022-03-25 11:01:13,0,"Cegah Omicron, Pamor Keris Mojokota dengan Bagi Masker

#PamorKeris
#BagiMasker
#PolresMojokertoKota
#Prokes
#LawanCovid19
#Vaksin
#PolriPresisi
#Kodim0815Mojokerto
#Dinkes
#SatpolPPKotaMojokerto
#DishubKotaMojokerto https://t.co/qsv8EWofsH","[{'text': 'PamorKeris', 'indices': [56, 67]}, {'text': 'BagiMasker', 'indices': [68, 79]}, {'text': 'PolresMojokertoKota', 'indices': [80, 100]}, {'text': 'Prokes', 'indices': [101, 108]}, {'text': 'LawanCovid19', 'indices': [109, 122]}, {'text': 'Vaksin', 'indices': [123, 130]}, {'text': 'PolriPresisi', 'indices': [131, 144]}, {'text': 'Kodim0815Mojokerto', 'indices': [145, 164]}, {'text': 'Dinkes', 'indices': [165, 172]}, {'text': 'SatpolPPKotaMojokerto', 'indices': [173, 195]}, {'text': 'DishubKotaMojokerto', 'indices': [196, 216]}]"
Polsekkemlagi2,Salam Presisi,,16,20,1930,2020-10-04 11:28:50,2022-03-25 10:57:56,0,"Cegah Omicron, Pamor Keris Mojokota dengan Bagi Masker

#PamorKeris
#BagiMasker
#PolresMojokertoKota
#Prokes
#LawanCovid19
#Vaksin
#PolriPresisi
#Kodim0815Mojokerto
#Dinkes
#SatpolPPKotaMojokerto
#DishubKotaMojokerto https://t.co/rvF7B3OPJG","[{'text': 'PamorKeris', 'indices': [56, 67]}, {'text': 'BagiMasker', 'indices': [68, 79]}, {'text': 'PolresMojokertoKota', 'indices': [80, 100]}, {'text': 'Prokes', 'indices': [101, 108]}, {'text': 'LawanCovid19', 'indices': [109, 122]}, {'text': 'Vaksin', 'indices': [123, 130]}, {'text': 'PolriPresisi', 'indices': [131, 144]}, {'text': 'Kodim0815Mojokerto', 'indices': [145, 164]}, {'text': 'Dinkes', 'indices': [165, 172]}, {'text': 'SatpolPPKotaMojokerto', 'indices': [173, 195]}, {'text': 'DishubKotaMojokerto', 'indices': [196, 216]}]"
radarmasnetwork,Official Account Berita Online Radar Banyumas Network,"Banyumas, Central Java",130,4639,64174,2015-06-15 09:09:19,2022-03-25 10:31:03,0,Tidak Ada Larangan Mudik Tapi Vaksin Wajib Lengkap #Cilacap #Lebaran #Mudik #Vaksin https://t.co/pDUiQntckL,"[{'text': 'Cilacap', 'indices': [51, 59]}, {'text': 'Lebaran', 'indices': [60, 68]}, {'text': 'Mudik', 'indices': [69, 75]}, {'text': 'Vaksin', 'indices': [76, 83]}]"
newsmerahputih,"Official Twitter https://t.co/vTTj2EEZOB Portal Berita Terkini, Portal Media Sosial, Portal Video Sosial.

#BeraniMenginspirasi",Jakarta,201,8655,131299,2014-08-07 16:00:21,2022-03-25 10:31:00,0,"Pakar kesehatan masyarakat belum memberikan gambaran yang tegas tentang apa yang akan terjadi pada masa depan vaksinasi COVID-19. 

#merahputihcom #covid19 #vaksin 

https://t.co/ESqlmQD8hK","[{'text': 'merahputihcom', 'indices': [132, 146]}, {'text': 'covid19', 'indices': [147, 155]}, {'text': 'vaksin', 'indices': [156, 163]}]"
TM_M2S_APG,"One Stop Shopping, Lifestyle, Hobby, Food, Hotels, Etc.

Member of @tmagungpodomoro
IG: mangga2square
FBpage: mangga2squareAPG","Jakarta Utara, DKI Jakarta",163,246,7773,2015-10-02 03:49:41,2022-03-25 10:30:00,0,"Sedap Wangi
Menyediakan makanan hainam campur, bakut teh, dan makanan lainnya.

Info produk:
+62 812 1234 3368

📍 Dapoer Kurma M2S Kurma Blok A 009 - 010

#kulinerjakarta #makanankekinian #makanan #makananmurah #FoodieBeauty #foodphotography #bumn #Viral #KPU #bpjs #kpop #Vaksin https://t.co/n41aIiG0nO","[{'text': 'kulinerjakarta', 'indices': [155, 170]}, {'text': 'makanankekinian', 'indices': [171, 187]}, {'text': 'makanan', 'indices': [188, 196]}, {'text': 'makananmurah', 'indices': [197, 210]}, {'text': 'FoodieBeauty', 'indices': [211, 224]}, {'text': 'foodphotography', 'indices': [225, 241]}, {'text': 'bumn', 'indices': [242, 247]}, {'text': 'Viral', 'indices': [248, 254]}, {'text': 'KPU', 'indices': [255, 259]}, {'text': 'bpjs', 'indices': [260, 265]}, {'text': 'kpop', 'indices': [266, 271]}, {'text': 'Vaksin', 'indices': [272, 279]}]"
kpidjabar1,Akun Resmi Komisi Penyiaran Indonesia Daerah Provinsi Jawa Barat,SMS aduan 081573107000,191,1932,4267,2014-05-12 01:28:00,2022-03-25 08:49:30,1,"hayu wargi ikut #vaksinasi @kpidjabar1 @BPBDJabar 

📆 26-27 Maret 2022
📍 Kantor @BPBDJabar 
      Jl Soetta No 629 Bandung

#harsiarnas #vaksinbooster #vaksin #AstraZeneca #vaksinasiakhiripandemi #seputaranbdg https://t.co/3vYEant2Aq","[{'text': 'vaksinasi', 'indices': [35, 45]}]"
DitjenAnggaran,Akun resmi Direktorat Jenderal Anggaran Kementerian Keuangan Republik Indonesia | IG & FB : @ditjenanggaran | Call Center 14090 ext.2 | https://t.co/sJ5JXzsf8y,"Jakarta Pusat, DKI Jakarta",22,4542,2908,2017-06-12 07:47:23,2022-03-25 08:26:39,0,"Bantuan obat ini adalah bantuan pemerintah karena tidak termasuk bantuan sosial.

Ikutin terus konten selanjutnya untuk mengetahui perbedaan antara Bantuan Pemerintah dan Bantuan Sosial ya!

Data : Dit. Abid PMK

#obatgratis #BelanjaUangkita #kemenkeutepercaya #vaksingratis","[{'text': 'obatgratis', 'indices': [213, 224]}, {'text': 'BelanjaUangkita', 'indices': [225, 241]}, {'text': 'kemenkeutepercaya', 'indices': [242, 260]}, {'text': 'vaksingratis', 'indices': [261, 274]}]"
pikiran_rakyat,"Pikiran Rakyat Media Network
Kirimkan Foto/Video anda ke :
WA/Telegram : 
Iklan: 08112355645
Redaksi: 08112355650
(Pikiran Rakyat)","Bandung, Jawa Barat",24,452001,410452,2009-07-21 18:48:20,2022-03-25 08:21:11,1,"Tagar 'Tolak Booster Syarat Mudik' Viral di Twitter: Sungguh Terlalu https://t.co/PMBCgfKa62 

#TolakBoosterSyaratMudik #jokowi #mudik #booster #vaksin #prmn #Pikiranrakyatmedianetwork #potensilokalgonasional   #KolaborasiMediapreneurNusantara #pikiranrakyat","[{'text': 'TolakBoosterSyaratMudik', 'indices': [95, 119]}, {'text': 'jokowi', 'indices': [120, 127]}, {'text': 'mudik', 'indices': [128, 134]}, {'text': 'booster', 'indices': [135, 143]}, {'text': 'vaksin', 'indices': [144, 151]}, {'text': 'prmn', 'indices': [152, 157]}, {'text': 'Pikiranrakyatmedianetwork', 'indices': [158, 184]}, {'text': 'potensilokalgonasional', 'indices': [185, 208]}, {'text': 'KolaborasiMediapreneurNusantara', 'indices': [211, 243]}, {'text': 'pikiranrakyat', 'indices': [244, 258]}]"
murianewscom,"It's local news portal |
Official Twitter account of MURIANEWS | Telp./Fax: (0291) 424-8700 | Email: red.murianews@gmail.com","Kudus, CJ, Indonesia",393,6145,53328,2012-12-02 13:25:18,2022-03-25 07:55:22,0,"Pemkab Kudus Enggan Ambil Jatah Covovac India

Selengkapnya klik tautan berikut ini.
#kudus #pemkab #Vaksin #covovac #india 

https://t.co/3rJXBJLugG","[{'text': 'kudus', 'indices': [85, 91]}, {'text': 'pemkab', 'indices': [92, 99]}, {'text': 'Vaksin', 'indices': [100, 107]}, {'text': 'covovac', 'indices': [108, 116]}, {'text': 'india', 'indices': [117, 123]}]"
murianewscom,"It's local news portal |
Official Twitter account of MURIANEWS | Telp./Fax: (0291) 424-8700 | Email: red.murianews@gmail.com","Kudus, CJ, Indonesia",393,6145,53328,2012-12-02 13:25:18,2022-03-25 07:42:32,0,"DKK Kudus Pastikan Stok Vaksin Booster 
Aman 

Selengkapnya klik tautan berikut ini.
#Kudus #DKK #Stok #Vaksin #Booster 

https://t.co/fWHPbyiQBI","[{'text': 'Kudus', 'indices': [85, 91]}, {'text': 'DKK', 'indices': [92, 96]}, {'text': 'Stok', 'indices': [97, 102]}, {'text': 'Vaksin', 'indices': [103, 110]}, {'text': 'Booster', 'indices': [111, 119]}]"
Koran_Kaltara,https://t.co/3ZcfeHiTVU,"Tanjung Selor, Bulungan, Kalimantan Utara",53,443,19688,2019-01-12 12:34:19,2022-03-25 07:03:59,0,"Ajak Masyarakat Lengkapi Dosis Vaksin, Nafis Bagi Bingkisan

#vaksinasi #vaksincovid19 #dosisbooster #bulungan #kaltara #beritakaltara #korankaltara

https://t.co/iDdH6he5HF https://t.co/Xv0GtQNoPY","[{'text': 'vaksinasi', 'indices': [61, 71]}, {'text': 'vaksincovid19', 'indices': [72, 86]}, {'text': 'dosisbooster', 'indices': [87, 100]}, {'text': 'bulungan', 'indices': [101, 110]}, {'text': 'kaltara', 'indices': [111, 119]}, {'text': 'beritakaltara', 'indices': [120, 134]}, {'text': 'korankaltara', 'indices': [135, 148]}]"
GacorRina,berjalan di terangnya dunia,,524,485,936,2021-06-24 12:37:12,2022-03-25 07:00:54,0,Vaksinasi menjaga imunitas tubuh #vaksìncovid19 https://t.co/r5doCXfStq,"[{'text': 'vaksìncovid19', 'indices': [33, 47]}]"
kuatbacacom,https://t.co/88bl9JdR2I,,12,4,65,2021-12-15 08:01:50,2022-03-25 06:55:49,0,"Negara kita masuk empat besar capaian vaksinasi covid-19!
.
#news
#beritaterkini
#kuatbaca
#kuatbacacom
#demokrasi
#media
#bisnis
#featured
#politics
#politik
#vaksìncovid19
#empatbesardunia
#who
#booster
#kemenkes
#kesehatan
#indonesia https://t.co/jBrC1BoTpb","[{'text': 'news', 'indices': [60, 65]}, {'text': 'beritaterkini', 'indices': [66, 80]}, {'text': 'kuatbaca', 'indices': [81, 90]}, {'text': 'kuatbacacom', 'indices': [91, 103]}, {'text': 'demokrasi', 'indices': [104, 114]}, {'text': 'media', 'indices': [115, 121]}, {'text': 'bisnis', 'indices': [122, 129]}, {'text': 'featured', 'indices': [130, 139]}, {'text': 'politics', 'indices': [140, 149]}, {'text': 'politik', 'indices': [150, 158]}, {'text': 'vaksìncovid19', 'indices': [159, 173]}, {'text': 'empatbesardunia', 'indices': [174, 190]}, {'text': 'who', 'indices': [191, 195]}, {'text': 'booster', 'indices': [196, 204]}, {'text': 'kemenkes', 'indices': [205, 214]}, {'text': 'kesehatan', 'indices': [215, 225]}, {'text': 'indonesia', 'indices': [226, 236]}]"
buletinfm,Isu Semasa dan Info Terkini. Strim Buletin FM: ➡️https://t.co/PYPQonFh7W ➡️https://t.co/l7fycCj6w4,"Petaling Jaya, Selangor",1600,17793,38712,2015-11-16 03:12:37,2022-03-25 06:50:36,0,"2. Tambah beliau, mereka mempunyai tempoh sehingga hujung bulan ini sebelum status lengkap vaksinasi bertukar kepada tidak lengkap bermula 1 April.

#BuletinFM #endemik #covid19 #vaksin #sinovac

Sumber: @BuletinTV3","[{'text': 'BuletinFM', 'indices': [149, 159]}, {'text': 'endemik', 'indices': [160, 168]}, {'text': 'covid19', 'indices': [169, 177]}, {'text': 'vaksin', 'indices': [178, 185]}, {'text': 'sinovac', 'indices': [186, 194]}]"
buletinfm,Isu Semasa dan Info Terkini. Strim Buletin FM: ➡️https://t.co/PYPQonFh7W ➡️https://t.co/l7fycCj6w4,"Petaling Jaya, Selangor",1600,17793,38712,2015-11-16 03:12:37,2022-03-25 06:50:35,0,"FASA ENDEMIK | 2.09 Juta Penerima Vaksin Sinovac Belum Ambil Dos Penggalak

1. Khairy menegaskan, 2.09 juta penerima vaksin Sinovac belum mengambil dos penggalak.

#BuletinFM #endemik #covid19 #vaksin #sinovac

Sumber: @BuletinTV3 https://t.co/sq1CMuO8qA","[{'text': 'BuletinFM', 'indices': [164, 174]}, {'text': 'endemik', 'indices': [175, 183]}, {'text': 'covid19', 'indices': [184, 192]}, {'text': 'vaksin', 'indices': [193, 200]}, {'text': 'sinovac', 'indices': [201, 209]}]"
restamojokerto,tetap semangat,,24,122,4508,2020-03-29 03:10:32,2022-03-25 06:22:15,0,"Pentingnya Memakai Masker

Pandemi ini belum berakhir mari kita patuhi protokol kesehatan, Mari bersama sama lawan covid-19 Dengan Selalu Memakai Masker dan melaksanakan vaksinasi.

#Covid19
#LawanCovid19
#ProtokolKesehatan
#PolresMojokertoKota
#KotaMojokerto
#Vaksin https://t.co/VJEnqrA4WL","[{'text': 'Covid19', 'indices': [182, 190]}, {'text': 'LawanCovid19', 'indices': [191, 204]}, {'text': 'ProtokolKesehatan', 'indices': [205, 223]}, {'text': 'PolresMojokertoKota', 'indices': [224, 244]}, {'text': 'KotaMojokerto', 'indices': [245, 259]}, {'text': 'Vaksin', 'indices': [260, 267]}]"
HumasTabesSmg,,Polrestabes Semarang,78,3630,6429,2013-11-18 05:55:05,2022-03-25 06:11:40,0,"Kota Semarang - Zoom Meeting dan Vaksinasi massal serentak Dosis 1, Dosis 2 dan Booster Polda Jawa Tengah di Holly Stadium Jl. Arteri Utara Komplek Grand Marina Semarang, Jumat (25/03/2022)
#Polri #Presisi #PolriPresisi #Libas #LibasPresisi #PolrestabesSemarang #Vaksin #Vaksinasi https://t.co/QIqOp5E4fj","[{'text': 'Polri', 'indices': [190, 196]}, {'text': 'Presisi', 'indices': [197, 205]}, {'text': 'PolriPresisi', 'indices': [206, 219]}, {'text': 'Libas', 'indices': [220, 226]}, {'text': 'LibasPresisi', 'indices': [227, 240]}, {'text': 'PolrestabesSemarang', 'indices': [241, 261]}, {'text': 'Vaksin', 'indices': [262, 269]}, {'text': 'Vaksinasi', 'indices': [270, 280]}]"
